filename,path,true_label,predicted_label,confidence,prob_glioma,prob_meningioma,prob_pituitary,prob_no_tumor,predicted_label_optimized
glioma_100416_818.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100416_818.png,glioma,glioma,0.9999504759907722,0.9999504759907722,4.448848102356351e-05,4.452211527450345e-06,5.678486694193907e-07,glioma
glioma_100416_819.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100416_819.png,glioma,glioma,0.9919913336634636,0.9919913336634636,0.006116667466812942,0.0018884461034645028,3.5471162931344224e-06,glioma
glioma_100416_820.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100416_820.png,glioma,glioma,0.9995987415313721,0.9995987415313721,4.4937031418612605e-05,0.00035601945501184673,2.7358854204351246e-07,glioma
glioma_100416_821.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100416_821.png,glioma,glioma,0.9999927431344986,0.9999927431344986,8.521138354922186e-07,6.269695880689596e-06,1.1427907553596128e-07,glioma
glioma_100820_209.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_209.png,glioma,glioma,0.9995373710989952,0.9995373710989952,0.00042607690920704044,4.689614200970027e-06,3.1870078814222325e-05,glioma
glioma_100820_210.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_210.png,glioma,glioma,0.9367077276110649,0.9367077276110649,0.06327729289296258,2.291087706218775e-07,1.4735174488578195e-05,glioma
glioma_100820_715.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_715.png,glioma,glioma,0.9999990165233612,0.9999990165233612,3.4676932525457005e-07,6.500619625926518e-09,6.407362107552217e-07,glioma
glioma_100820_716.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_716.png,glioma,glioma,0.9999831467866898,0.9999831467866898,1.3712565191781323e-05,2.3473224475267784e-08,3.1520413585894858e-06,glioma
glioma_100820_717.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_717.png,glioma,glioma,0.9998489394783974,0.9998489394783974,0.0001504602744262229,8.671000761850678e-08,5.310563793159417e-07,glioma
glioma_100820_747.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_747.png,glioma,meningioma,0.92896468937397,0.07092283335146021,0.92896468937397,7.224116018456073e-05,4.0211987951011e-05,meningioma
glioma_100820_748.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_748.png,glioma,glioma,0.9999107122421265,0.9999107122421265,2.4670708590690538e-05,1.607133748748879e-06,6.302724288786976e-05,glioma
glioma_100820_749.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_749.png,glioma,glioma,0.9982140734791756,0.9982140734791756,0.0003722086212469833,2.5039558497752523e-06,0.0014111729713022214,glioma
glioma_100820_750.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_750.png,glioma,glioma,0.9958794414997101,0.9958794414997101,0.004117202723477931,6.555065112934244e-08,3.305425936517281e-06,glioma
glioma_100820_751.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_751.png,glioma,glioma,0.8476324379444122,0.8476324379444122,0.15234337048605084,4.005801770290418e-07,2.3799278068281637e-05,glioma
glioma_100820_752.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_752.png,glioma,glioma,0.8746837005019188,0.8746837005019188,0.12463085676426999,2.9531765008528055e-05,0.0006558804560654607,glioma
glioma_100820_822.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_822.png,glioma,meningioma,0.5493363938294351,0.4476169943809509,0.5493363938294351,2.4042730217388453e-05,0.00302254793314205,meningioma
glioma_100820_823.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_823.png,glioma,meningioma,0.5160699175030459,0.4837309285067022,0.5160699175030459,3.034300490867281e-06,0.00019614452480709588,meningioma
glioma_100820_824.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_824.png,glioma,glioma,0.9885208159685135,0.9885208159685135,0.011439772233188705,2.8375258320778585e-07,3.910651138028243e-05,glioma
glioma_100820_825.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_825.png,glioma,glioma,0.9999512657523155,0.9999512657523155,4.737583364544662e-05,2.24946832716455e-07,1.1683272536089362e-06,glioma
glioma_100820_826.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_826.png,glioma,meningioma,0.6064047354739159,0.3914570384658873,0.6064047354739159,0.001980720638130151,0.00015749300837342162,meningioma
glioma_100820_827.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_100820_827.png,glioma,meningioma,0.9999862015247345,3.3740006699645164e-06,0.9999862015247345,6.291914019129763e-06,4.110904797016701e-06,meningioma
glioma_101020_718.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_718.png,glioma,glioma,0.9999947845935822,0.9999947845935822,1.463517613764509e-06,2.11554080697951e-07,3.568667942488446e-06,glioma
glioma_101020_719.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_719.png,glioma,glioma,0.999949038028717,0.999949038028717,4.71467021867511e-05,5.2364982128239035e-08,3.8111968336806967e-06,glioma
glioma_101020_720.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_720.png,glioma,glioma,0.9999945610761642,0.9999945610761642,4.9245274666986916e-06,1.421237438847811e-07,3.679504543274703e-07,glioma
glioma_101020_721.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_721.png,glioma,glioma,0.9786379635334015,0.9786379635334015,0.021354049870296876,4.83668207351684e-06,3.1076064459512054e-06,glioma
glioma_101020_753.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_753.png,glioma,glioma,0.8134465329349041,0.8134465329349041,0.18493131350260228,1.469391955311039e-05,0.0016074565628514392,glioma
glioma_101020_754.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_754.png,glioma,glioma,0.8669076412916183,0.8669076412916183,0.13308264929946745,2.092812010801026e-06,7.635913760850599e-06,glioma
glioma_101020_755.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_755.png,glioma,glioma,0.999962642788887,0.999962642788887,3.5096894862363115e-05,2.3379118285760114e-07,2.0375027514063504e-06,glioma
glioma_101020_756.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_756.png,glioma,glioma,0.895229734480381,0.895229734480381,0.1047211817058269,4.7311878422107156e-05,1.7634860540738373e-06,glioma
glioma_101020_757.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_757.png,glioma,glioma,0.9443775936961174,0.9443775936961174,0.05308528325986117,0.0025365751425852068,5.594264926855885e-07,glioma
glioma_101020_758.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_758.png,glioma,glioma,0.9999737292528152,0.9999737292528152,2.3085433696223845e-05,3.0634954768515854e-06,1.0202776135059821e-07,glioma
glioma_101020_759.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_759.png,glioma,glioma,0.9999994188547134,0.9999994188547134,5.12455004653134e-07,6.514239425658985e-09,8.59736093428154e-08,glioma
glioma_101020_760.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_760.png,glioma,meningioma,0.6059976523101795,0.39398727175466774,0.6059976523101795,1.470446626683497e-05,3.6245984791349883e-07,meningioma
glioma_101020_828.png,/content/drive/My Drive/Testing_Segmentation/images/glioma_101020_828.png,glioma,meningioma,0.9994545355439186,0.0003500347034304241,0.9994545355439186,0.00019237401068039617,3.0199564164945514e-06,meningioma
