filename,path,true_label,predicted_label_raw,predicted_label,confidence,all_predictions
Te-glTr_0000.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0000.jpg,unknown,pituitary_tumor,pituitary,0.42896154522895813,"[{'label': 'pituitary_tumor', 'score': 0.42896154522895813}, {'label': 'glioma_tumor', 'score': 0.30385822057724}, {'label': 'no_tumor', 'score': 0.22051414847373962}, {'label': 'meningioma_tumor', 'score': 0.046666134148836136}]"
Te-glTr_0001.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0001.jpg,unknown,glioma_tumor,glioma,0.854584813117981,"[{'label': 'glioma_tumor', 'score': 0.854584813117981}, {'label': 'pituitary_tumor', 'score': 0.0881183072924614}, {'label': 'no_tumor', 'score': 0.05353788286447525}, {'label': 'meningioma_tumor', 'score': 0.0037589804269373417}]"
Te-glTr_0002.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0002.jpg,unknown,glioma_tumor,glioma,0.9776905179023743,"[{'label': 'glioma_tumor', 'score': 0.9776905179023743}, {'label': 'no_tumor', 'score': 0.015042330138385296}, {'label': 'meningioma_tumor', 'score': 0.0036915778182446957}, {'label': 'pituitary_tumor', 'score': 0.003575562499463558}]"
Te-glTr_0003.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0003.jpg,unknown,pituitary_tumor,pituitary,0.4167364835739136,"[{'label': 'pituitary_tumor', 'score': 0.4167364835739136}, {'label': 'glioma_tumor', 'score': 0.34563007950782776}, {'label': 'meningioma_tumor', 'score': 0.16632628440856934}, {'label': 'no_tumor', 'score': 0.07130715996026993}]"
Te-glTr_0004.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0004.jpg,unknown,pituitary_tumor,pituitary,0.8328895568847656,"[{'label': 'pituitary_tumor', 'score': 0.8328895568847656}, {'label': 'glioma_tumor', 'score': 0.08291510492563248}, {'label': 'no_tumor', 'score': 0.06871941685676575}, {'label': 'meningioma_tumor', 'score': 0.01547587662935257}]"
Te-glTr_0005.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0005.jpg,unknown,glioma_tumor,glioma,0.6572356820106506,"[{'label': 'glioma_tumor', 'score': 0.6572356820106506}, {'label': 'no_tumor', 'score': 0.17461754381656647}, {'label': 'meningioma_tumor', 'score': 0.16595831513404846}, {'label': 'pituitary_tumor', 'score': 0.0021884050220251083}]"
Te-glTr_0006.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0006.jpg,unknown,glioma_tumor,glioma,0.5997768044471741,"[{'label': 'glioma_tumor', 'score': 0.5997768044471741}, {'label': 'pituitary_tumor', 'score': 0.34465083479881287}, {'label': 'no_tumor', 'score': 0.045569803565740585}, {'label': 'meningioma_tumor', 'score': 0.010002548806369305}]"
Te-glTr_0007.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0007.jpg,unknown,glioma_tumor,glioma,0.7866371870040894,"[{'label': 'glioma_tumor', 'score': 0.7866371870040894}, {'label': 'no_tumor', 'score': 0.10816586762666702}, {'label': 'pituitary_tumor', 'score': 0.10198017209768295}, {'label': 'meningioma_tumor', 'score': 0.0032167108729481697}]"
Te-glTr_0008.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0008.jpg,unknown,pituitary_tumor,pituitary,0.5042293667793274,"[{'label': 'pituitary_tumor', 'score': 0.5042293667793274}, {'label': 'glioma_tumor', 'score': 0.44253668189048767}, {'label': 'no_tumor', 'score': 0.04804558306932449}, {'label': 'meningioma_tumor', 'score': 0.0051883808337152}]"
Te-glTr_0009.jpg,/content/drive/My Drive/Testing/glioma/Te-glTr_0009.jpg,unknown,glioma_tumor,glioma,0.8546280264854431,"[{'label': 'glioma_tumor', 'score': 0.8546280264854431}, {'label': 'no_tumor', 'score': 0.1045449748635292}, {'label': 'pituitary_tumor', 'score': 0.03041304275393486}, {'label': 'meningioma_tumor', 'score': 0.010414076037704945}]"
Te-gl_0010.jpg,/content/drive/My Drive/Testing/glioma/Te-gl_0010.jpg,glioma,pituitary_tumor,pituitary,0.8982366919517517,"[{'label': 'pituitary_tumor', 'score': 0.8982366919517517}, {'label': 'glioma_tumor', 'score': 0.07595429569482803}, {'label': 'no_tumor', 'score': 0.020497387275099754}, {'label': 'meningioma_tumor', 'score': 0.00531160831451416}]"
Te-gl_0011.jpg,/content/drive/My Drive/Testing/glioma/Te-gl_0011.jpg,glioma,pituitary_tumor,pituitary,0.7083525061607361,"[{'label': 'pituitary_tumor', 'score': 0.7083525061607361}, {'label': 'glioma_tumor', 'score': 0.23461024463176727}, {'label': 'no_tumor', 'score': 0.031672488898038864}, {'label': 'meningioma_tumor', 'score': 0.02536473236978054}]"
Te-gl_0012.jpg,/content/drive/My Drive/Testing/glioma/Te-gl_0012.jpg,glioma,pituitary_tumor,pituitary,0.5410096049308777,"[{'label': 'pituitary_tumor', 'score': 0.5410096049308777}, {'label': 'glioma_tumor', 'score': 0.39641618728637695}, {'label': 'no_tumor', 'score': 0.03489622473716736}, {'label': 'meningioma_tumor', 'score': 0.027677996084094048}]"
Te-gl_0013.jpg,/content/drive/My Drive/Testing/glioma/Te-gl_0013.jpg,glioma,glioma_tumor,glioma,0.7170664668083191,"[{'label': 'glioma_tumor', 'score': 0.7170664668083191}, {'label': 'no_tumor', 'score': 0.1736431121826172}, {'label': 'pituitary_tumor', 'score': 0.09494774043560028}, {'label': 'meningioma_tumor', 'score': 0.01434264238923788}]"
